age,workclass,education,education_num,marital_status,occupation,capital_gain,capital_loss,hours_per_week,income
29,Private,Bachelors,13,Married-civ-spouse,Tech-support,0,0,40,>50K
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
57,Private,Masters,14,Married-civ-spouse,Exec-managerial,0,0,60,>50K
69,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,0,0,12,<=50K
56,Private,HS-grad,9,Widowed,Sales,0,0,25,<=50K
49,Private,5th-6th,3,Married-civ-spouse,Craft-repair,0,0,40,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
70,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,37,<=50K
44,Private,Bachelors,13,Divorced,Exec-managerial,0,0,45,<=50K
37,Private,Bachelors,13,Never-married,Prof-specialty,10520,0,40,>50K
58,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,0,0,58,<=50K
42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,0,0,25,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Sales,0,0,40,<=50K
28,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,7688,0,60,>50K
24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,7688,0,55,>50K
18,Private,HS-grad,9,Never-married,Adm-clerical,0,0,25,<=50K
50,Private,Some-college,10,Married-civ-spouse,Exec-managerial,0,0,50,>50K
69,Private,Some-college,10,Widowed,Adm-clerical,2050,0,24,<=50K
84,Private,Masters,14,Never-married,Prof-specialty,0,0,66,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,60,>50K
19,Private,12th,8,Never-married,Handlers-cleaners,0,0,20,<=50K
24,Private,Some-college,10,Never-married,Prof-specialty,0,0,40,<=50K
48,?,Bachelors,13,Married-civ-spouse,?,0,0,6,<=50K
53,Private,HS-grad,9,Divorced,Machine-op-inspct,0,0,50,<=50K
58,Private,Some-college,10,Married-civ-spouse,Sales,0,0,45,<=50K
22,Private,Some-college,10,Never-married,Handlers-cleaners,0,0,24,<=50K
36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,0,0,52,<=50K
34,Private,12th,8,Never-married,Adm-clerical,0,0,40,<=50K
43,Private,1st-4th,2,Widowed,Prof-specialty,0,0,21,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,0,0,24,<=50K
43,Private,Prof-school,15,Separated,Tech-support,0,0,50,>50K
42,Private,Some-college,10,Married-civ-spouse,Tech-support,0,0,40,>50K
21,Private,Some-college,10,Never-married,Other-service,0,0,30,<=50K
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,0,0,60,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Other-service,0,0,40,<=50K
49,Self-emp-not-inc,Some-college,10,Widowed,Craft-repair,0,0,30,<=50K
28,Private,Some-college,10,Never-married,Other-service,0,0,40,<=50K
51,Private,1st-4th,2,Married-civ-spouse,Craft-repair,0,0,40,<=50K
30,?,Bachelors,13,Never-married,?,0,0,40,<=50K
19,Private,7th-8th,4,Never-married,Other-service,0,0,60,>50K
56,Private,9th,5,Married-civ-spouse,Other-service,0,0,40,<=50K
20,Private,HS-grad,9,Never-married,Other-service,0,0,8,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,0,0,37,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,99999,0,56,>50K
54,?,HS-grad,9,Divorced,?,0,0,45,<=50K
22,Private,Some-college,10,Never-married,Craft-repair,0,0,50,<=50K
68,Private,Some-college,10,Divorced,Priv-house-serv,0,0,30,<=50K
56,Local-gov,Bachelors,13,Divorced,Exec-managerial,0,0,40,<=50K
23,?,HS-grad,9,Never-married,?,0,0,40,<=50K
69,Self-emp-not-inc,9th,5,Married-civ-spouse,Adm-clerical,0,0,40,<=50K
41,Private,Bachelors,13,Never-married,Tech-support,0,0,40,<=50K
33,Private,HS-grad,9,Never-married,Machine-op-inspct,0,0,40,<=50K
18,Private,11th,7,Never-married,Sales,0,0,8,<=50K
17,Private,11th,7,Never-married,Other-service,0,0,16,<=50K
31,Private,11th,7,Divorced,Handlers-cleaners,0,1721,40,<=50K
50,Private,Some-college,10,Married-civ-spouse,Tech-support,0,0,60,>50K
62,Private,10th,6,Widowed,Handlers-cleaners,0,0,40,<=50K
41,Private,HS-grad,9,Divorced,Adm-clerical,0,0,52,<=50K
20,Federal-gov,HS-grad,9,Never-married,Other-service,0,0,40,<=50K
23,Private,Assoc-acdm,12,Never-married,Sales,0,0,30,<=50K
18,Private,HS-grad,9,Never-married,Other-service,0,0,20,<=50K
53,?,7th-8th,4,Separated,?,0,0,40,<=50K
42,Private,9th,5,Married-civ-spouse,Craft-repair,0,0,40,<=50K
23,Private,Bachelors,13,Never-married,Prof-specialty,0,0,40,<=50K
43,Private,HS-grad,9,Divorced,Adm-clerical,0,0,40,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Sales,0,0,55,<=50K
53,Local-gov,5th-6th,3,Married-civ-spouse,Other-service,0,0,40,<=50K
28,Private,10th,6,Never-married,Handlers-cleaners,0,0,40,<=50K
28,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,0,0,40,<=50K
44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,0,0,45,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
25,?,7th-8th,4,Never-married,?,0,0,32,<=50K
26,Private,HS-grad,9,Never-married,Machine-op-inspct,0,0,40,<=50K
36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,3456,0,8,<=50K
27,Private,HS-grad,9,Divorced,Other-service,0,0,40,<=50K
39,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,0,0,45,>50K
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,40,<=50K
17,Private,11th,7,Never-married,Other-service,0,0,15,<=50K
39,Private,Bachelors,13,Divorced,Exec-managerial,0,0,50,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
24,Private,Bachelors,13,Never-married,Sales,0,0,50,<=50K
26,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,0,0,55,<=50K
24,?,Bachelors,13,Never-married,?,0,0,40,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,0,0,40,>50K
49,Local-gov,Masters,14,Married-civ-spouse,Protective-serv,0,0,40,>50K
20,?,Some-college,10,Never-married,?,0,0,25,<=50K
40,Private,11th,7,Married-civ-spouse,Farming-fishing,0,0,40,<=50K
52,Private,Prof-school,15,Divorced,Exec-managerial,0,2559,60,>50K
33,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,20,<=50K
37,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,0,0,40,<=50K
21,State-gov,Some-college,10,Never-married,Tech-support,0,0,20,<=50K
33,Private,Some-college,10,Never-married,Adm-clerical,0,0,36,<=50K
28,Private,Assoc-acdm,12,Divorced,Prof-specialty,0,0,40,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,1579,40,<=50K
43,Private,Bachelors,13,Separated,Tech-support,0,0,40,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
28,Private,HS-grad,9,Never-married,Other-service,0,0,30,<=50K
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,0,0,40,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,0,0,50,>50K
26,Private,Some-college,10,Separated,Sales,0,0,30,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Other-service,0,0,60,<=50K
40,Private,Assoc-acdm,12,Divorced,Sales,0,0,40,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,40,>50K
39,Private,HS-grad,9,Married-civ-spouse,Other-service,0,0,40,>50K
54,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,0,0,54,>50K
38,Private,Some-college,10,Married-civ-spouse,Sales,0,0,40,<=50K
53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,0,0,85,<=50K
27,Self-emp-not-inc,Assoc-acdm,12,Never-married,Prof-specialty,0,0,78,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,40,>50K
62,Private,Some-college,10,Divorced,Adm-clerical,0,0,40,<=50K
47,Private,11th,7,Married-civ-spouse,Adm-clerical,0,1485,58,<=50K
26,Private,Bachelors,13,Never-married,Exec-managerial,0,0,50,<=50K
33,?,HS-grad,9,Never-married,?,0,0,20,<=50K
59,Private,Some-college,10,Divorced,Other-service,0,0,40,<=50K
42,Private,HS-grad,9,Divorced,Prof-specialty,0,0,45,<=50K
25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,0,0,45,>50K
58,Private,HS-grad,9,Divorced,Sales,0,0,36,<=50K
30,Private,Some-college,10,Never-married,Sales,0,0,60,<=50K
21,Private,Some-college,10,Never-married,Craft-repair,0,0,40,<=50K
61,Private,HS-grad,9,Married-civ-spouse,Protective-serv,0,0,40,<=50K
33,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,0,0,40,<=50K
51,Private,Masters,14,Married-civ-spouse,Tech-support,0,0,40,>50K
70,Private,Some-college,10,Widowed,Exec-managerial,0,0,12,<=50K
55,?,HS-grad,9,Married-civ-spouse,?,0,0,30,>50K
29,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,2202,0,50,<=50K
46,Private,Masters,14,Widowed,Prof-specialty,0,0,44,<=50K
35,Federal-gov,Some-college,10,Divorced,Exec-managerial,0,0,40,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,43,>50K
37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,0,0,42,>50K
43,Private,Some-college,10,Married-civ-spouse,Sales,0,0,43,>50K
23,Private,HS-grad,9,Never-married,Sales,0,0,40,<=50K
41,Private,HS-grad,9,Divorced,Craft-repair,13550,0,44,>50K
42,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,0,0,50,>50K
26,Private,10th,6,Never-married,Adm-clerical,2907,0,40,<=50K
45,Private,Some-college,10,Married-civ-spouse,Exec-managerial,0,0,40,>50K
25,Private,Assoc-acdm,12,Married-civ-spouse,Sales,0,0,40,<=50K
33,?,7th-8th,4,Separated,?,0,0,40,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,0,0,50,>50K
28,Private,HS-grad,9,Never-married,Exec-managerial,0,0,50,<=50K
68,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,0,2149,40,<=50K
42,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,>50K
35,Private,Masters,14,Married-civ-spouse,Sales,0,0,40,<=50K
36,Private,Some-college,10,Divorced,Adm-clerical,0,0,40,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,35,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,0,0,30,<=50K
45,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,0,0,50,>50K
24,Private,Some-college,10,Never-married,Other-service,0,0,40,<=50K
57,Private,1st-4th,2,Married-spouse-absent,Other-service,0,0,35,<=50K
36,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,15024,0,40,>50K
41,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
26,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,0,0,35,<=50K
25,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,0,0,50,<=50K
53,State-gov,Some-college,10,Married-civ-spouse,Farming-fishing,0,0,50,<=50K
28,Local-gov,Assoc-acdm,12,Widowed,Prof-specialty,0,0,40,<=50K
30,Local-gov,Masters,14,Never-married,Prof-specialty,0,0,40,<=50K
38,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,0,0,40,<=50K
37,Local-gov,Some-college,10,Divorced,Protective-serv,0,0,48,<=50K
30,Private,Masters,14,Married-civ-spouse,Prof-specialty,0,0,38,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
29,?,Some-college,10,Never-married,?,0,0,36,<=50K
31,Private,Some-college,10,Divorced,Craft-repair,0,0,80,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,3908,0,55,<=50K
59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,0,0,60,<=50K
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,35,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Sales,0,1887,55,>50K
49,State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,0,0,40,>50K
50,Federal-gov,10th,6,Separated,Craft-repair,0,0,56,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,1902,45,>50K
28,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,0,0,40,<=50K
81,?,HS-grad,9,Divorced,?,0,0,35,<=50K
24,Private,Some-college,10,Never-married,Tech-support,0,0,16,<=50K
32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,0,0,50,<=50K
47,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,40,>50K
44,?,HS-grad,9,Married-civ-spouse,?,0,0,40,<=50K
24,Private,Some-college,10,Never-married,Exec-managerial,0,0,40,<=50K
37,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,7298,0,36,>50K
51,Private,Bachelors,13,Married-civ-spouse,Sales,0,0,40,>50K
52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,0,0,50,<=50K
22,Private,Some-college,10,Never-married,Adm-clerical,0,0,40,<=50K
28,Private,Assoc-acdm,12,Never-married,Other-service,0,0,40,<=50K
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,0,0,40,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,<=50K
25,Private,HS-grad,9,Never-married,Exec-managerial,0,0,45,<=50K
43,Private,Some-college,10,Married-civ-spouse,Transport-moving,0,0,60,>50K
25,Private,Bachelors,13,Never-married,Exec-managerial,0,0,20,<=50K
59,Private,Masters,14,Married-civ-spouse,Prof-specialty,0,0,60,<=50K
29,Private,Assoc-acdm,12,Divorced,Prof-specialty,0,0,35,<=50K
30,Private,9th,5,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
38,Private,Bachelors,13,Never-married,Other-service,0,0,40,<=50K
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,0,0,60,>50K
26,Private,Preschool,1,Married-spouse-absent,Machine-op-inspct,0,1719,40,<=50K
30,Private,HS-grad,9,Never-married,Other-service,0,0,40,<=50K
73,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,0,0,10,>50K
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Other-service,0,0,40,<=50K
46,Private,Some-college,10,Married-civ-spouse,Transport-moving,0,0,58,<=50K
40,?,HS-grad,9,Married-civ-spouse,?,3464,0,20,<=50K
18,Private,11th,7,Never-married,Other-service,0,0,40,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,7298,0,8,>50K
22,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
50,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,0,0,60,<=50K
62,?,7th-8th,4,Widowed,?,0,0,40,<=50K
39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,7298,0,40,>50K
22,Private,Some-college,10,Never-married,Sales,0,0,40,<=50K
33,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
31,Private,HS-grad,9,Never-married,Handlers-cleaners,0,0,40,<=50K
29,Private,Bachelors,13,Never-married,Adm-clerical,0,0,40,<=50K
38,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,0,0,45,>50K
24,Private,Bachelors,13,Never-married,Sales,0,0,35,<=50K
29,Local-gov,HS-grad,9,Separated,Protective-serv,0,0,40,<=50K
49,Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,0,0,40,>50K
33,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
28,Private,HS-grad,9,Never-married,Machine-op-inspct,0,0,48,<=50K
22,Private,Bachelors,13,Never-married,Adm-clerical,0,0,60,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,50,<=50K
49,Private,7th-8th,4,Married-civ-spouse,Craft-repair,0,0,40,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,0,0,40,<=50K
25,Private,HS-grad,9,Separated,Exec-managerial,0,0,40,<=50K
36,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,0,0,40,<=50K
36,State-gov,Doctorate,16,Never-married,Prof-specialty,0,0,45,<=50K
21,Private,HS-grad,9,Never-married,Other-service,0,0,22,<=50K
18,Private,Some-college,10,Never-married,Other-service,0,0,30,<=50K
30,Local-gov,Assoc-voc,11,Never-married,Protective-serv,0,0,40,<=50K
44,Private,Some-college,10,Never-married,Adm-clerical,0,0,40,<=50K
40,Private,Some-college,10,Married-civ-spouse,Transport-moving,0,0,50,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,0,0,44,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,50,>50K
29,Private,Some-college,10,Married-spouse-absent,Sales,0,0,26,<=50K
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,0,0,40,<=50K
43,Private,Some-college,10,Married-civ-spouse,Other-service,0,0,48,<=50K
20,Private,Some-college,10,Never-married,Other-service,0,0,20,<=50K
32,State-gov,Bachelors,13,Married-civ-spouse,Tech-support,0,0,20,<=50K
19,Private,Some-college,10,Never-married,Other-service,0,0,16,<=50K
21,Private,HS-grad,9,Never-married,Machine-op-inspct,0,0,40,<=50K
23,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,0,0,40,<=50K
24,Private,11th,7,Never-married,Other-service,0,0,40,<=50K
52,Private,Assoc-voc,11,Divorced,Other-service,0,0,32,<=50K
51,?,Some-college,10,Divorced,?,0,0,40,<=50K
19,Private,Some-college,10,Never-married,Other-service,0,0,35,<=50K
54,Private,Some-college,10,Married-civ-spouse,Sales,0,0,45,>50K
50,Private,HS-grad,9,Divorced,Machine-op-inspct,0,0,48,<=50K
29,Private,Some-college,10,Divorced,Machine-op-inspct,0,0,40,<=50K
17,Private,10th,6,Never-married,Tech-support,0,0,10,<=50K
47,Private,HS-grad,9,Divorced,Other-service,0,0,37,<=50K
46,Private,Bachelors,13,Divorced,Prof-specialty,0,0,32,<=50K
30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,0,0,44,<=50K
58,Private,Some-college,10,Married-civ-spouse,Other-service,0,0,30,<=50K
48,Private,Bachelors,13,Divorced,Prof-specialty,0,0,40,<=50K
23,Private,Some-college,10,Never-married,Protective-serv,0,0,40,<=50K
23,Private,Assoc-voc,11,Never-married,Adm-clerical,0,0,36,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Sales,0,0,20,<=50K
26,Private,7th-8th,4,Never-married,Machine-op-inspct,0,0,48,<=50K
50,Local-gov,Bachelors,13,Never-married,Prof-specialty,0,0,40,>50K
49,Private,HS-grad,9,Married-civ-spouse,Sales,0,0,48,>50K
26,Private,Some-college,10,Never-married,Other-service,0,0,40,<=50K
47,Private,Prof-school,15,Divorced,Adm-clerical,0,0,40,<=50K
31,Private,12th,8,Never-married,Sales,4650,0,50,<=50K
19,?,Some-college,10,Never-married,?,0,0,40,<=50K
23,Private,10th,6,Married-civ-spouse,Other-service,0,0,40,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,1740,40,<=50K
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,0,1902,50,>50K
28,Self-emp-not-inc,11th,7,Never-married,Craft-repair,0,0,40,<=50K
58,Private,Some-college,10,Married-civ-spouse,Exec-managerial,7688,0,45,>50K
21,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
50,Self-emp-not-inc,10th,6,Divorced,Sales,0,0,50,<=50K
30,?,9th,5,Never-married,?,0,0,30,<=50K
31,Private,Bachelors,13,Never-married,Prof-specialty,0,0,40,<=50K
31,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,0,0,20,<=50K
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,3103,0,40,>50K
33,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,0,0,60,>50K
34,Private,Masters,14,Married-civ-spouse,Prof-specialty,7688,0,55,>50K
67,?,Prof-school,15,Married-civ-spouse,?,6418,0,10,>50K
37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,0,0,45,>50K
48,Private,Masters,14,Married-civ-spouse,Prof-specialty,0,0,40,>50K
34,Federal-gov,Bachelors,13,Never-married,Exec-managerial,1471,0,40,<=50K
24,Private,Some-college,10,Never-married,Exec-managerial,0,0,40,<=50K
55,Private,HS-grad,9,Divorced,Priv-house-serv,0,0,40,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Tech-support,0,1848,40,>50K
40,Private,Bachelors,13,Married-civ-spouse,Sales,0,1977,60,>50K
33,Private,Bachelors,13,Never-married,Handlers-cleaners,0,0,30,<=50K
51,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,0,0,40,<=50K
30,Private,Some-college,10,Never-married,Machine-op-inspct,0,0,40,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
47,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,0,0,40,>50K
27,Private,7th-8th,4,Never-married,Farming-fishing,0,0,50,<=50K
37,Private,Bachelors,13,Separated,Prof-specialty,4934,0,32,>50K
40,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,0,0,40,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,40,<=50K
38,Private,Prof-school,15,Separated,Prof-specialty,0,0,35,>50K
40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,0,0,50,<=50K
35,Private,Bachelors,13,Divorced,Exec-managerial,0,0,40,<=50K
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,0,0,20,>50K
20,?,Some-college,10,Never-married,?,0,0,60,<=50K
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,0,0,45,>50K
45,Private,Some-college,10,Divorced,Adm-clerical,0,0,40,<=50K
66,?,Some-college,10,Married-civ-spouse,?,0,1825,40,>50K
35,Self-emp-not-inc,HS-grad,9,Never-married,Sales,0,0,38,<=50K
32,Private,11th,7,Married-civ-spouse,Adm-clerical,0,0,45,<=50K
23,Private,Some-college,10,Married-civ-spouse,Other-service,0,0,50,<=50K
19,Private,HS-grad,9,Never-married,Other-service,0,0,15,<=50K
44,?,Some-college,10,Married-civ-spouse,?,0,0,40,<=50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,0,0,35,<=50K
44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,0,0,30,<=50K
41,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,3464,0,40,<=50K
19,Private,Some-college,10,Never-married,Adm-clerical,0,0,40,<=50K
48,Private,HS-grad,9,Divorced,Other-service,0,0,35,<=50K
45,Private,Some-college,10,Married-civ-spouse,Sales,0,0,65,>50K
40,Private,7th-8th,4,Married-civ-spouse,Other-service,0,0,42,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,55,>50K
20,Private,Some-college,10,Never-married,Sales,0,0,40,<=50K
33,Private,Some-college,10,Separated,Adm-clerical,0,0,40,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,0,0,20,<=50K
23,Private,Some-college,10,Never-married,Handlers-cleaners,0,0,32,<=50K
34,Private,10th,6,Divorced,Other-service,0,0,38,<=50K
48,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,0,0,40,>50K
32,?,11th,7,Divorced,?,0,0,49,<=50K
42,Private,Some-college,10,Married-civ-spouse,Craft-repair,0,0,40,>50K
22,Private,HS-grad,9,Never-married,Adm-clerical,0,0,40,<=50K
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,0,0,42,>50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,55,>50K
45,Private,Bachelors,13,Separated,Exec-managerial,0,0,55,<=50K
47,Private,HS-grad,9,Divorced,Other-service,0,0,32,<=50K
29,Private,Masters,14,Married-civ-spouse,Exec-managerial,0,0,40,>50K
34,Private,Bachelors,13,Never-married,Sales,0,0,38,<=50K
34,Private,Bachelors,13,Divorced,Prof-specialty,0,0,40,>50K
39,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,0,0,40,<=50K
29,Private,Some-college,10,Divorced,Prof-specialty,0,0,24,<=50K
42,Self-emp-inc,Some-college,10,Never-married,Sales,0,0,60,<=50K
48,Private,11th,7,Separated,Other-service,0,0,35,<=50K
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,1902,40,>50K
51,Private,Some-college,10,Widowed,Adm-clerical,0,0,45,<=50K
44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,0,0,90,<=50K
46,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,0,0,60,>50K
51,Private,Doctorate,16,Divorced,Craft-repair,4787,0,60,>50K
32,Private,Some-college,10,Never-married,Craft-repair,0,0,40,<=50K
22,?,HS-grad,9,Never-married,?,0,1602,30,<=50K
24,Private,Some-college,10,Never-married,Other-service,0,0,45,<=50K
33,Private,Assoc-voc,11,Never-married,Prof-specialty,0,0,26,<=50K
47,Self-emp-not-inc,HS-grad,9,Married-AF-spouse,Craft-repair,0,0,90,<=50K
64,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,0,0,50,<=50K
62,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,0,0,50,>50K
52,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,0,0,40,>50K
39,Private,HS-grad,9,Never-married,Sales,0,0,40,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,0,0,48,<=50K
38,Federal-gov,Bachelors,13,Married-civ-spouse,Sales,7688,0,42,>50K
55,Private,7th-8th,4,Married-civ-spouse,Transport-moving,0,0,50,<=50K
29,?,HS-grad,9,Married-civ-spouse,?,0,0,27,<=50K
42,Private,Assoc-acdm,12,Divorced,Prof-specialty,0,0,24,<=50K
30,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,0,0,50,>50K
32,Private,9th,5,Married-civ-spouse,Craft-repair,0,0,40,<=50K
36,?,HS-grad,9,Married-civ-spouse,?,3464,0,30,<=50K
50,Federal-gov,11th,7,Never-married,Sales,3674,0,40,<=50K
